"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Gilmer County, GA"	"13123"	"2008"	"2008"	34	28211	120.5
	"Glynn County, GA"	"13127"	"2008"	"2008"	77	78013	98.7
	"Gordon County, GA"	"13129"	"2008"	"2008"	54	54567	99.0
	"Grady County, GA"	"13131"	"2008"	"2008"	32	24728	129.4
	"Greene County, GA"	"13133"	"2008"	"2008"	13	15869	Unreliable
	"Gwinnett County, GA"	"13135"	"2008"	"2008"	283	780721	36.2
	"Habersham County, GA"	"13137"	"2008"	"2008"	35	42550	82.3
	"Hall County, GA"	"13139"	"2008"	"2008"	118	177277	66.6
	"Hancock County, GA"	"13141"	"2008"	"2008"	13	9808	Unreliable
	"Haralson County, GA"	"13143"	"2008"	"2008"	39	28645	136.1
	"Harris County, GA"	"13145"	"2008"	"2008"	29	30807	94.1
	"Hart County, GA"	"13147"	"2008"	"2008"	24	25138	95.5
	"Henry County, GA"	"13151"	"2008"	"2008"	122	194658	62.7
	"Houston County, GA"	"13153"	"2008"	"2008"	96	134922	71.2
	"Irwin County, GA"	"13155"	"2008"	"2008"	16	9803	Unreliable
	"Jackson County, GA"	"13157"	"2008"	"2008"	48	59420	80.8
	"Jasper County, GA"	"13159"	"2008"	"2008"	13	13769	Unreliable
	"Jeff Davis County, GA"	"13161"	"2008"	"2008"	15	14577	Unreliable
	"Jefferson County, GA"	"13163"	"2008"	"2008"	15	16925	Unreliable
	"Jones County, GA"	"13169"	"2008"	"2008"	27	28552	94.6
	"Lamar County, GA"	"13171"	"2008"	"2008"	20	18025	111.0
	"Laurens County, GA"	"13175"	"2008"	"2008"	58	48192	120.4
	"Lee County, GA"	"13177"	"2008"	"2008"	13	28111	Unreliable
	"Liberty County, GA"	"13179"	"2008"	"2008"	29	62635	46.3
	"Lincoln County, GA"	"13181"	"2008"	"2008"	11	8156	Unreliable
	"Lowndes County, GA"	"13185"	"2008"	"2008"	85	104918	81.0
	"Lumpkin County, GA"	"13187"	"2008"	"2008"	17	29128	Unreliable
	"McDuffie County, GA"	"13189"	"2008"	"2008"	21	21790	96.4
	"McIntosh County, GA"	"13191"	"2008"	"2008"	15	13973	Unreliable
	"Macon County, GA"	"13193"	"2008"	"2008"	14	14496	Unreliable
	"Madison County, GA"	"13195"	"2008"	"2008"	36	27820	129.4
	"Meriwether County, GA"	"13199"	"2008"	"2008"	26	22632	114.9
	"Mitchell County, GA"	"13205"	"2008"	"2008"	13	23840	Unreliable
	"Monroe County, GA"	"13207"	"2008"	"2008"	17	25969	Unreliable
	"Morgan County, GA"	"13211"	"2008"	"2008"	10	17958	Unreliable
	"Murray County, GA"	"13213"	"2008"	"2008"	41	39869	102.8
	"Muscogee County, GA"	"13215"	"2008"	"2008"	163	184763	88.2
	"Newton County, GA"	"13217"	"2008"	"2008"	71	98240	72.3
	"Oconee County, GA"	"13219"	"2008"	"2008"	19	31697	Unreliable
	"Oglethorpe County, GA"	"13221"	"2008"	"2008"	16	14663	Unreliable
	"Paulding County, GA"	"13223"	"2008"	"2008"	54	137066	39.4
	"Peach County, GA"	"13225"	"2008"	"2008"	28	27222	102.9
	"Pickens County, GA"	"13227"	"2008"	"2008"	17	29531	Unreliable
	"Pierce County, GA"	"13229"	"2008"	"2008"	22	18210	120.8
	"Pike County, GA"	"13231"	"2008"	"2008"	12	17619	Unreliable
	"Polk County, GA"	"13233"	"2008"	"2008"	55	41407	132.8
	"Pulaski County, GA"	"13235"	"2008"	"2008"	15	11638	Unreliable
	"Putnam County, GA"	"13237"	"2008"	"2008"	26	21075	123.4
	"Rabun County, GA"	"13241"	"2008"	"2008"	17	16359	Unreliable
	"Richmond County, GA"	"13245"	"2008"	"2008"	171	198423	86.2
	"Rockdale County, GA"	"13247"	"2008"	"2008"	55	83558	65.8
	"Screven County, GA"	"13251"	"2008"	"2008"	19	14843	Unreliable
	"Spalding County, GA"	"13255"	"2008"	"2008"	63	63651	99.0
	"Stephens County, GA"	"13257"	"2008"	"2008"	42	26004	161.5
	"Sumter County, GA"	"13261"	"2008"	"2008"	46	33012	139.3
	"Talbot County, GA"	"13263"	"2008"	"2008"	10	6899	Unreliable
	"Tattnall County, GA"	"13267"	"2008"	"2008"	27	23801	113.4
	"Telfair County, GA"	"13271"	"2008"	"2008"	14	16230	Unreliable
	"Terrell County, GA"	"13273"	"2008"	"2008"	12	9648	Unreliable
	"Thomas County, GA"	"13275"	"2008"	"2008"	50	44627	112.0
	"Tift County, GA"	"13277"	"2008"	"2008"	40	39806	100.5
	"Toombs County, GA"	"13279"	"2008"	"2008"	23	27345	84.1
	"Towns County, GA"	"13281"	"2008"	"2008"	23	10485	219.4
	"Treutlen County, GA"	"13283"	"2008"	"2008"	11	6847	Unreliable
	"Troup County, GA"	"13285"	"2008"	"2008"	55	65860	83.5
	"Turner County, GA"	"13287"	"2008"	"2008"	17	9029	Unreliable
	"Union County, GA"	"13291"	"2008"	"2008"	32	21285	150.3
	"Upson County, GA"	"13293"	"2008"	"2008"	41	27321	150.1
	"Walker County, GA"	"13295"	"2008"	"2008"	97	68103	142.4
	"Walton County, GA"	"13297"	"2008"	"2008"	57	82602	69.0
	"Ware County, GA"	"13299"	"2008"	"2008"	42	36065	116.5
	"Washington County, GA"	"13303"	"2008"	"2008"	46	21202	217.0
	"Wayne County, GA"	"13305"	"2008"	"2008"	26	30042	86.5
	"White County, GA"	"13311"	"2008"	"2008"	27	26626	101.4
	"Whitfield County, GA"	"13313"	"2008"	"2008"	64	100546	63.7
	"Wilcox County, GA"	"13315"	"2008"	"2008"	12	9023	Unreliable
	"Wilkes County, GA"	"13317"	"2008"	"2008"	10	10630	Unreliable
	"Wilkinson County, GA"	"13319"	"2008"	"2008"	12	9691	Unreliable
	"Worth County, GA"	"13321"	"2008"	"2008"	14	21701	Unreliable
	"Hawaii County, HI"	"15001"	"2008"	"2008"	124	181506	68.3
	"Honolulu County, HI"	"15003"	"2008"	"2008"	592	933680	63.4
	"Kauai County, HI"	"15007"	"2008"	"2008"	42	65603	64.0
	"Maui County, HI"	"15009"	"2008"	"2008"	73	151325	48.2
	"Ada County, ID"	"16001"	"2008"	"2008"	221	382618	57.8
	"Bannock County, ID"	"16005"	"2008"	"2008"	61	80609	75.7
	"Bingham County, ID"	"16011"	"2008"	"2008"	23	44414	51.8
	"Bonner County, ID"	"16017"	"2008"	"2008"	27	40966	65.9
	"Bonneville County, ID"	"16019"	"2008"	"2008"	71	100811	70.4
	"Canyon County, ID"	"16027"	"2008"	"2008"	126	184996	68.1
	"Caribou County, ID"	"16029"	"2008"	"2008"	10	6840	Unreliable
	"Cassia County, ID"	"16031"	"2008"	"2008"	23	22134	103.9
	"Clearwater County, ID"	"16035"	"2008"	"2008"	20	8764	228.2
	"Elmore County, ID"	"16039"	"2008"	"2008"	21	26930	78.0
	"Franklin County, ID"	"16041"	"2008"	"2008"	10	12570	Unreliable
	"Fremont County, ID"	"16043"	"2008"	"2008"	11	13112	Unreliable
	"Gem County, ID"	"16045"	"2008"	"2008"	21	16941	124.0
	"Gooding County, ID"	"16047"	"2008"	"2008"	14	15216	Unreliable
	"Idaho County, ID"	"16049"	"2008"	"2008"	23	15896	144.7
	"Jefferson County, ID"	"16051"	"2008"	"2008"	12	24696	Unreliable
	"Jerome County, ID"	"16053"	"2008"	"2008"	16	21217	Unreliable
	"Kootenai County, ID"	"16055"	"2008"	"2008"	107	135627	78.9
	"Latah County, ID"	"16057"	"2008"	"2008"	14	36524	Unreliable
	"Lemhi County, ID"	"16059"	"2008"	"2008"	10	7902	Unreliable
	"Minidoka County, ID"	"16067"	"2008"	"2008"	20	19393	103.1
	"Nez Perce County, ID"	"16069"	"2008"	"2008"	56	38810	144.3
	"Payette County, ID"	"16075"	"2008"	"2008"	19	22618	Unreliable
	"Shoshone County, ID"	"16079"	"2008"	"2008"	23	13031	176.5
	"Twin Falls County, ID"	"16083"	"2008"	"2008"	76	75143	101.1
	"Washington County, ID"	"16087"	"2008"	"2008"	15	10095	Unreliable
	"Adams County, IL"	"17001"	"2008"	"2008"	131	66943	195.7
	"Bond County, IL"	"17005"	"2008"	"2008"	22	17916	122.8
	"Boone County, IL"	"17007"	"2008"	"2008"	39	54211	71.9
	"Bureau County, IL"	"17011"	"2008"	"2008"	39	35078	111.2
	"Carroll County, IL"	"17015"	"2008"	"2008"	23	15638	147.1
	"Cass County, IL"	"17017"	"2008"	"2008"	20	13660	146.4
	"Champaign County, IL"	"17019"	"2008"	"2008"	127	197570	64.3
	"Christian County, IL"	"17021"	"2008"	"2008"	58	34974	165.8
	"Clark County, IL"	"17023"	"2008"	"2008"	18	16634	Unreliable
	"Clay County, IL"	"17025"	"2008"	"2008"	22	13971	157.5
	"Clinton County, IL"	"17027"	"2008"	"2008"	41	37472	109.4
	"Coles County, IL"	"17029"	"2008"	"2008"	55	53454	102.9
	"Cook County, IL"	"17031"	"2008"	"2008"	3635	5161831	70.4
	"Crawford County, IL"	"17033"	"2008"	"2008"	33	19831	166.4
	"Cumberland County, IL"	"17035"	"2008"	"2008"	19	11100	Unreliable
	"DeKalb County, IL"	"17037"	"2008"	"2008"	47	104601	44.9
	"De Witt County, IL"	"17039"	"2008"	"2008"	19	16733	Unreliable
	"Douglas County, IL"	"17041"	"2008"	"2008"	28	19970	140.2
	"DuPage County, IL"	"17043"	"2008"	"2008"	635	909798	69.8
	"Edgar County, IL"	"17045"	"2008"	"2008"	31	18768	165.2
	"Effingham County, IL"	"17049"	"2008"	"2008"	29	34173	84.9
	"Fayette County, IL"	"17051"	"2008"	"2008"	32	22006	145.4
	"Ford County, IL"	"17053"	"2008"	"2008"	26	14095	184.5
	"Franklin County, IL"	"17055"	"2008"	"2008"	65	39546	164.4
	"Fulton County, IL"	"17057"	"2008"	"2008"	47	37224	126.3
	"Greene County, IL"	"17061"	"2008"	"2008"	23	13956	164.8
	"Grundy County, IL"	"17063"	"2008"	"2008"	26	49166	52.9
	"Hamilton County, IL"	"17065"	"2008"	"2008"	14	8454	Unreliable
	"Hancock County, IL"	"17067"	"2008"	"2008"	22	19192	114.6
	"Henry County, IL"	"17073"	"2008"	"2008"	58	50492	114.9
	"Iroquois County, IL"	"17075"	"2008"	"2008"	44	30228	145.6
	"Jackson County, IL"	"17077"	"2008"	"2008"	42	59605	70.5
	"Jasper County, IL"	"17079"	"2008"	"2008"	12	9786	Unreliable
	"Jefferson County, IL"	"17081"	"2008"	"2008"	84	39277	213.9
	"Jersey County, IL"	"17083"	"2008"	"2008"	21	23084	91.0
	"Jo Daviess County, IL"	"17085"	"2008"	"2008"	22	22715	96.9
	"Johnson County, IL"	"17087"	"2008"	"2008"	11	12671	Unreliable
	"Kane County, IL"	"17089"	"2008"	"2008"	264	504437	52.3
	"Kankakee County, IL"	"17091"	"2008"	"2008"	118	112658	104.7
	"Kendall County, IL"	"17093"	"2008"	"2008"	31	108559	28.6
	"Knox County, IL"	"17095"	"2008"	"2008"	115	52836	217.7
	"Lake County, IL"	"17097"	"2008"	"2008"	377	697369	54.1
	"LaSalle County, IL"	"17099"	"2008"	"2008"	127	114171	111.2
	"Lawrence County, IL"	"17101"	"2008"	"2008"	25	16935	147.6
	"Lee County, IL"	"17103"	"2008"	"2008"	39	36272	107.5
	"Livingston County, IL"	"17105"	"2008"	"2008"	39	39071	99.8
	"Logan County, IL"	"17107"	"2008"	"2008"	35	30513	114.7
	"McDonough County, IL"	"17109"	"2008"	"2008"	31	32615	95.0
	"McHenry County, IL"	"17111"	"2008"	"2008"	171	307246	55.7
	"McLean County, IL"	"17113"	"2008"	"2008"	106	166825	63.5
	"Macon County, IL"	"17115"	"2008"	"2008"	112	110588	101.3
	"Macoupin County, IL"	"17117"	"2008"	"2008"	61	48092	126.8
	"Madison County, IL"	"17119"	"2008"	"2008"	307	268232	114.5
	"Marion County, IL"	"17121"	"2008"	"2008"	66	39794	165.9
	"Marshall County, IL"	"17123"	"2008"	"2008"	23	12725	180.7
	"Mason County, IL"	"17125"	"2008"	"2008"	27	14962	180.5
	"Massac County, IL"	"17127"	"2008"	"2008"	28	15408	181.7
	"Menard County, IL"	"17129"	"2008"	"2008"	21	12780	164.3
	"Mercer County, IL"	"17131"	"2008"	"2008"	27	16650	162.2
	"Monroe County, IL"	"17133"	"2008"	"2008"	40	32533	123.0
	"Montgomery County, IL"	"17135"	"2008"	"2008"	37	30276	122.2
	"Morgan County, IL"	"17137"	"2008"	"2008"	48	35761	134.2
	"Moultrie County, IL"	"17139"	"2008"	"2008"	21	14743	142.4
	"Ogle County, IL"	"17141"	"2008"	"2008"	41	53802	76.2
	"Peoria County, IL"	"17143"	"2008"	"2008"	180	184803	97.4
	"Perry County, IL"	"17145"	"2008"	"2008"	29	22434	129.3
	"Piatt County, IL"	"17147"	"2008"	"2008"	15	16716	Unreliable
	"Pike County, IL"	"17149"	"2008"	"2008"	28	16615	168.5
	"Randolph County, IL"	"17157"	"2008"	"2008"	48	33584	142.9
	"Richland County, IL"	"17159"	"2008"	"2008"	36	16061	224.1
	"Rock Island County, IL"	"17161"	"2008"	"2008"	188	147501	127.5
	"St. Clair County, IL"	"17163"	"2008"	"2008"	251	266518	94.2
	"Saline County, IL"	"17165"	"2008"	"2008"	41	25140	163.1
	"Sangamon County, IL"	"17167"	"2008"	"2008"	192	195094	98.4
	"Shelby County, IL"	"17173"	"2008"	"2008"	24	22398	107.2
	"Stephenson County, IL"	"17177"	"2008"	"2008"	52	47805	108.8
	"Tazewell County, IL"	"17179"	"2008"	"2008"	152	133893	113.5
	"Union County, IL"	"17181"	"2008"	"2008"	25	17965	139.2
	"Vermilion County, IL"	"17183"	"2008"	"2008"	125	81930	152.6
	"Wabash County, IL"	"17185"	"2008"	"2008"	13	12158	Unreliable
	"Warren County, IL"	"17187"	"2008"	"2008"	24	17665	135.9
	"Washington County, IL"	"17189"	"2008"	"2008"	13	14855	Unreliable
	"Wayne County, IL"	"17191"	"2008"	"2008"	41	16930	242.2
	"White County, IL"	"17193"	"2008"	"2008"	33	14868	222.0
	"Whiteside County, IL"	"17195"	"2008"	"2008"	75	58784	127.6
	"Will County, IL"	"17197"	"2008"	"2008"	351	671392	52.3
	"Williamson County, IL"	"17199"	"2008"	"2008"	95	65674	144.7
	"Winnebago County, IL"	"17201"	"2008"	"2008"	256	295726	86.6
	"Woodford County, IL"	"17203"	"2008"	"2008"	39	38452	101.4
	"Adams County, IN"	"18001"	"2008"	"2008"	28	34214	81.8
	"Allen County, IN"	"18003"	"2008"	"2008"	271	351264	77.1
	"Bartholomew County, IN"	"18005"	"2008"	"2008"	81	76080	106.5
	"Benton County, IN"	"18007"	"2008"	"2008"	12	8801	Unreliable
	"Blackford County, IN"	"18009"	"2008"	"2008"	16	12971	Unreliable
	"Boone County, IN"	"18011"	"2008"	"2008"	43	54648	78.7
	"Brown County, IN"	"18013"	"2008"	"2008"	13	15274	Unreliable
	"Carroll County, IN"	"18015"	"2008"	"2008"	29	20114	144.2
	"Cass County, IN"	"18017"	"2008"	"2008"	60	39070	153.6
	"Clark County, IN"	"18019"	"2008"	"2008"	123	107406	114.5
	"Clay County, IN"	"18021"	"2008"	"2008"	32	27058	118.3
	"Clinton County, IN"	"18023"	"2008"	"2008"	49	33352	146.9
	"Crawford County, IN"	"18025"	"2008"	"2008"	13	10792	Unreliable
	"Daviess County, IN"	"18027"	"2008"	"2008"	35	30947	113.1
	"Dearborn County, IN"	"18029"	"2008"	"2008"	47	49643	94.7
	"Decatur County, IN"	"18031"	"2008"	"2008"	27	25600	105.5
	"De Kalb County, IN"	"18033"	"2008"	"2008"	37	42033	88.0
	"Delaware County, IN"	"18035"	"2008"	"2008"	133	117007	113.7
	"Dubois County, IN"	"18037"	"2008"	"2008"	44	41955	104.9
	"Elkhart County, IN"	"18039"	"2008"	"2008"	154	197762	77.9
	"Fayette County, IN"	"18041"	"2008"	"2008"	22	24384	90.2
	"Floyd County, IN"	"18043"	"2008"	"2008"	95	73775	128.8
	"Fountain County, IN"	"18045"	"2008"	"2008"	26	17356	149.8
	"Franklin County, IN"	"18047"	"2008"	"2008"	18	23330	Unreliable
	"Fulton County, IN"	"18049"	"2008"	"2008"	26	20670	125.8
	"Gibson County, IN"	"18051"	"2008"	"2008"	40	33331	120.0
	"Grant County, IN"	"18053"	"2008"	"2008"	100	70250	142.3
	"Greene County, IN"	"18055"	"2008"	"2008"	42	32977	127.4
	"Hamilton County, IN"	"18057"	"2008"	"2008"	130	261974	49.6
	"Hancock County, IN"	"18059"	"2008"	"2008"	49	68107	71.9
	"Harrison County, IN"	"18061"	"2008"	"2008"	37	38628	95.8
	"Hendricks County, IN"	"18063"	"2008"	"2008"	109	140710	77.5
	"Henry County, IN"	"18065"	"2008"	"2008"	69	49420	139.6
	"Howard County, IN"	"18067"	"2008"	"2008"	94	83472	112.6
	"Huntington County, IN"	"18069"	"2008"	"2008"	61	37244	163.8
	"Jackson County, IN"	"18071"	"2008"	"2008"	60	41705	143.9
	"Jasper County, IN"	"18073"	"2008"	"2008"	19	33155	Unreliable
	"Jay County, IN"	"18075"	"2008"	"2008"	29	21467	135.1
	"Jefferson County, IN"	"18077"	"2008"	"2008"	43	32586	132.0
	"Jennings County, IN"	"18079"	"2008"	"2008"	34	28480	119.4
	"Johnson County, IN"	"18081"	"2008"	"2008"	150	136933	109.5
	"Knox County, IN"	"18083"	"2008"	"2008"	55	38497	142.9
	"Kosciusko County, IN"	"18085"	"2008"	"2008"	63	77091	81.7
	"Lagrange County, IN"	"18087"	"2008"	"2008"	24	37181	64.5
	"Lake County, IN"	"18089"	"2008"	"2008"	414	495479	83.6
	"La Porte County, IN"	"18091"	"2008"	"2008"	118	111267	106.1
	"Lawrence County, IN"	"18093"	"2008"	"2008"	48	46233	103.8
	"Madison County, IN"	"18095"	"2008"	"2008"	168	131537	127.7
	"Marion County, IN"	"18097"	"2008"	"2008"	896	889504	100.7
	"Marshall County, IN"	"18099"	"2008"	"2008"	56	47012	119.1
	"Martin County, IN"	"18101"	"2008"	"2008"	15	10304	Unreliable
	"Miami County, IN"	"18103"	"2008"	"2008"	31	37281	83.2
	"Monroe County, IN"	"18105"	"2008"	"2008"	88	134401	65.5
	"Montgomery County, IN"	"18107"	"2008"	"2008"	33	38204	86.4
	"Morgan County, IN"	"18109"	"2008"	"2008"	85	68964	123.3
	"Newton County, IN"	"18111"	"2008"	"2008"	19	14348	Unreliable
	"Noble County, IN"	"18113"	"2008"	"2008"	41	47561	86.2
	"Orange County, IN"	"18117"	"2008"	"2008"	30	19837	151.2
	"Owen County, IN"	"18119"	"2008"	"2008"	38	21763	174.6
	"Parke County, IN"	"18121"	"2008"	"2008"	13	17488	Unreliable
	"Perry County, IN"	"18123"	"2008"	"2008"	31	19340	160.3
	"Pike County, IN"	"18125"	"2008"	"2008"	12	13047	Unreliable
	"Porter County, IN"	"18127"	"2008"	"2008"	121	162538	74.4
	"Posey County, IN"	"18129"	"2008"	"2008"	32	26080	122.7
	"Pulaski County, IN"	"18131"	"2008"	"2008"	20	13646	146.6
	"Putnam County, IN"	"18133"	"2008"	"2008"	43	38325	112.2
	"Randolph County, IN"	"18135"	"2008"	"2008"	35	26300	133.1
	"Ripley County, IN"	"18137"	"2008"	"2008"	40	28605	139.8
	"Rush County, IN"	"18139"	"2008"	"2008"	24	17543	136.8
	"St. Joseph County, IN"	"18141"	"2008"	"2008"	222	267282	83.1
	"Scott County, IN"	"18143"	"2008"	"2008"	35	24089	145.3
	"Shelby County, IN"	"18145"	"2008"	"2008"	60	44345	135.3
	"Spencer County, IN"	"18147"	"2008"	"2008"	24	20978	114.4
	"Starke County, IN"	"18149"	"2008"	"2008"	38	23379	162.5
	"Steuben County, IN"	"18151"	"2008"	"2008"	34	34055	99.8
	"Sullivan County, IN"	"18153"	"2008"	"2008"	27	21550	125.3
	"Tippecanoe County, IN"	"18157"	"2008"	"2008"	140	169039	82.8
	"Tipton County, IN"	"18159"	"2008"	"2008"	26	16137	161.1
	"Vanderburgh County, IN"	"18163"	"2008"	"2008"	223	178053	125.2
	"Vermillion County, IN"	"18165"	"2008"	"2008"	19	16387	Unreliable
	"Vigo County, IN"	"18167"	"2008"	"2008"	153	106972	143.0
	"Wabash County, IN"	"18169"	"2008"	"2008"	35	33238	105.3
	"Warrick County, IN"	"18173"	"2008"	"2008"	68	58435	116.4
	"Washington County, IN"	"18175"	"2008"	"2008"	31	28298	109.5
	"Wayne County, IN"	"18177"	"2008"	"2008"	68	69093	98.4
	"Wells County, IN"	"18179"	"2008"	"2008"	52	27751	187.4
	"White County, IN"	"18181"	"2008"	"2008"	20	24871	80.4
	"Whitley County, IN"	"18183"	"2008"	"2008"	40	33047	121.0
	"Adair County, IA"	"19001"	"2008"	"2008"	13	7747	Unreliable
	"Allamakee County, IA"	"19005"	"2008"	"2008"	11	14325	Unreliable
	"Appanoose County, IA"	"19007"	"2008"	"2008"	15	12950	Unreliable
	"Benton County, IA"	"19011"	"2008"	"2008"	21	26097	80.5
	"Black Hawk County, IA"	"19013"	"2008"	"2008"	129	129203	99.8
	"Boone County, IA"	"19015"	"2008"	"2008"	37	26454	139.9
	"Bremer County, IA"	"19017"	"2008"	"2008"	20	24162	82.8
	"Buchanan County, IA"	"19019"	"2008"	"2008"	23	21154	108.7
	"Buena Vista County, IA"	"19021"	"2008"	"2008"	22	19855	110.8
	"Butler County, IA"	"19023"	"2008"	"2008"	23	14957	153.8
	"Calhoun County, IA"	"19025"	"2008"	"2008"	12	9845	Unreliable
	"Carroll County, IA"	"19027"	"2008"	"2008"	31	20742	149.5
	"Cass County, IA"	"19029"	"2008"	"2008"	20	13935	143.5
	"Cedar County, IA"	"19031"	"2008"	"2008"	17	18460	Unreliable
	"Cerro Gordo County, IA"	"19033"	"2008"	"2008"	55	44285	124.2
	"Cherokee County, IA"	"19035"	"2008"	"2008"	13	12014	Unreliable
	"Clay County, IA"	"19041"	"2008"	"2008"	26	16697	155.7
	"Clayton County, IA"	"19043"	"2008"	"2008"	14	18209	Unreliable
	"Clinton County, IA"	"19045"	"2008"	"2008"	49	49303	99.4
	"Crawford County, IA"	"19047"	"2008"	"2008"	18	16881	Unreliable
	"Dallas County, IA"	"19049"	"2008"	"2008"	44	62144	70.8
	"Davis County, IA"	"19051"	"2008"	"2008"	15	8675	Unreliable
	"Decatur County, IA"	"19053"	"2008"	"2008"	14	8457	Unreliable
	"Delaware County, IA"	"19055"	"2008"	"2008"	18	17840	Unreliable
	"Des Moines County, IA"	"19057"	"2008"	"2008"	70	40235	174.0
	"Dickinson County, IA"	"19059"	"2008"	"2008"	28	16690	167.8
	"Dubuque County, IA"	"19061"	"2008"	"2008"	109	92519	117.8
	"Emmet County, IA"	"19063"	"2008"	"2008"	12	10448	Unreliable
	"Fayette County, IA"	"19065"	"2008"	"2008"	44	20910	210.4
	"Floyd County, IA"	"19067"	"2008"	"2008"	13	16331	Unreliable
	"Franklin County, IA"	"19069"	"2008"	"2008"	17	10690	Unreliable
	"Fremont County, IA"	"19071"	"2008"	"2008"	17	7489	Unreliable
	"Greene County, IA"	"19073"	"2008"	"2008"	14	9415	Unreliable
	"Grundy County, IA"	"19075"	"2008"	"2008"	14	12359	Unreliable
	"Guthrie County, IA"	"19077"	"2008"	"2008"	14	11038	Unreliable
	"Hamilton County, IA"	"19079"	"2008"	"2008"	27	15863	170.2
	"Hancock County, IA"	"19081"	"2008"	"2008"	21	11525	182.2
	"Hardin County, IA"	"19083"	"2008"	"2008"	17	17690	Unreliable
	"Harrison County, IA"	"19085"	"2008"	"2008"	18	14946	Unreliable
	"Henry County, IA"	"19087"	"2008"	"2008"	16	20307	Unreliable
	"Howard County, IA"	"19089"	"2008"	"2008"	14	9625	Unreliable
	"Ida County, IA"	"19093"	"2008"	"2008"	10	7215	Unreliable
	"Iowa County, IA"	"19095"	"2008"	"2008"	11	16337	Unreliable
	"Jackson County, IA"	"19097"	"2008"	"2008"	18	19919	Unreliable
	"Jasper County, IA"	"19099"	"2008"	"2008"	28	37103	75.5
	"Jefferson County, IA"	"19101"	"2008"	"2008"	20	16607	120.4
	"Johnson County, IA"	"19103"	"2008"	"2008"	67	127113	52.7
	"Jones County, IA"	"19105"	"2008"	"2008"	17	20848	Unreliable
	"Keokuk County, IA"	"19107"	"2008"	"2008"	13	10620	Unreliable
	"Kossuth County, IA"	"19109"	"2008"	"2008"	24	15685	153.0
	"Lee County, IA"	"19111"	"2008"	"2008"	64	35819	178.7
	"Linn County, IA"	"19113"	"2008"	"2008"	189	208558	90.6
	"Louisa County, IA"	"19115"	"2008"	"2008"	10	11830	Unreliable
	"Lucas County, IA"	"19117"	"2008"	"2008"	12	9137	Unreliable
	"Lyon County, IA"	"19119"	"2008"	"2008"	11	11545	Unreliable
	"Madison County, IA"	"19121"	"2008"	"2008"	18	15517	Unreliable
	"Mahaska County, IA"	"19123"	"2008"	"2008"	23	22483	102.3
	"Marion County, IA"	"19125"	"2008"	"2008"	40	33515	119.3
	"Marshall County, IA"	"19127"	"2008"	"2008"	68	40151	169.4
	"Mills County, IA"	"19129"	"2008"	"2008"	22	15214	144.6
	"Mitchell County, IA"	"19131"	"2008"	"2008"	21	10815	194.2
	"Monona County, IA"	"19133"	"2008"	"2008"	21	9350	224.6
	"Monroe County, IA"	"19135"	"2008"	"2008"	15	7904	Unreliable
	"Montgomery County, IA"	"19137"	"2008"	"2008"	28	10823	258.7
	"Muscatine County, IA"	"19139"	"2008"	"2008"	34	42515	80.0
	"O'Brien County, IA"	"19141"	"2008"	"2008"	27	14332	188.4
	"Page County, IA"	"19145"	"2008"	"2008"	30	16083	186.5
	"Palo Alto County, IA"	"19147"	"2008"	"2008"	11	9486	Unreliable
	"Plymouth County, IA"	"19149"	"2008"	"2008"	14	24898	Unreliable
	"Polk County, IA"	"19153"	"2008"	"2008"	352	419495	83.9
	"Pottawattamie County, IA"	"19155"	"2008"	"2008"	129	91781	140.6
	"Poweshiek County, IA"	"19157"	"2008"	"2008"	21	19025	110.4
	"Sac County, IA"	"19161"	"2008"	"2008"	25	10475	238.7
	"Scott County, IA"	"19163"	"2008"	"2008"	148	161824	91.5
	"Shelby County, IA"	"19165"	"2008"	"2008"	23	12338	186.4
	"Sioux County, IA"	"19167"	"2008"	"2008"	34	33364	101.9
	"Story County, IA"	"19169"	"2008"	"2008"	55	87831	62.6
	"Tama County, IA"	"19171"	"2008"	"2008"	19	17986	Unreliable
	"Union County, IA"	"19175"	"2008"	"2008"	16	12447	Unreliable
	"Wapello County, IA"	"19179"	"2008"	"2008"	39	35381	110.2
	"Warren County, IA"	"19181"	"2008"	"2008"	52	45450	114.4
	"Washington County, IA"	"19183"	"2008"	"2008"	36	21686	166.0
	"Wayne County, IA"	"19185"	"2008"	"2008"	13	6373	Unreliable
	"Webster County, IA"	"19187"	"2008"	"2008"	73	38273	190.7
	"Winnebago County, IA"	"19189"	"2008"	"2008"	15	10927	Unreliable
	"Winneshiek County, IA"	"19191"	"2008"	"2008"	20	20980	95.3
	"Woodbury County, IA"	"19193"	"2008"	"2008"	102	100910	101.1
	"Wright County, IA"	"19197"	"2008"	"2008"	27	13375	201.9
	"Allen County, KS"	"20001"	"2008"	"2008"	20	13422	149.0
	"Anderson County, KS"	"20003"	"2008"	"2008"	15	8158	Unreliable
	"Atchison County, KS"	"20005"	"2008"	"2008"	26	16820	154.6
	"Barton County, KS"	"20009"	"2008"	"2008"	43	27314	157.4
	"Bourbon County, KS"	"20011"	"2008"	"2008"	16	15127	Unreliable
	"Brown County, KS"	"20013"	"2008"	"2008"	12	9988	Unreliable
	"Butler County, KS"	"20015"	"2008"	"2008"	75	64941	115.5
	"Cherokee County, KS"	"20021"	"2008"	"2008"	35	21720	161.1
