"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Graham County, AZ"	"04009"	"2009"	"2009"	34	37525	90.6
	"La Paz County, AZ"	"04012"	"2009"	"2009"	26	20514	126.7
	"Maricopa County, AZ"	"04013"	"2009"	"2009"	2444	3803779	64.3
	"Mohave County, AZ"	"04015"	"2009"	"2009"	292	199696	146.2
	"Navajo County, AZ"	"04017"	"2009"	"2009"	100	107571	93.0
	"Pima County, AZ"	"04019"	"2009"	"2009"	830	975580	85.1
	"Pinal County, AZ"	"04021"	"2009"	"2009"	237	349830	67.7
	"Santa Cruz County, AZ"	"04023"	"2009"	"2009"	20	47011	42.5
	"Yavapai County, AZ"	"04025"	"2009"	"2009"	258	211172	122.2
	"Yuma County, AZ"	"04027"	"2009"	"2009"	166	193714	85.7
	"Arkansas County, AR"	"05001"	"2009"	"2009"	22	19134	115.0
	"Ashley County, AR"	"05003"	"2009"	"2009"	23	21920	104.9
	"Baxter County, AR"	"05005"	"2009"	"2009"	75	41561	180.5
	"Benton County, AR"	"05007"	"2009"	"2009"	155	216620	71.6
	"Boone County, AR"	"05009"	"2009"	"2009"	36	36844	97.7
	"Bradley County, AR"	"05011"	"2009"	"2009"	14	11538	Unreliable
	"Carroll County, AR"	"05015"	"2009"	"2009"	27	27158	99.4
	"Chicot County, AR"	"05017"	"2009"	"2009"	12	11851	Unreliable
	"Clark County, AR"	"05019"	"2009"	"2009"	22	23100	95.2
	"Clay County, AR"	"05021"	"2009"	"2009"	22	16056	137.0
	"Cleburne County, AR"	"05023"	"2009"	"2009"	30	25870	116.0
	"Columbia County, AR"	"05027"	"2009"	"2009"	22	24622	89.4
	"Conway County, AR"	"05029"	"2009"	"2009"	24	21257	112.9
	"Craighead County, AR"	"05031"	"2009"	"2009"	92	95482	96.4
	"Crawford County, AR"	"05033"	"2009"	"2009"	57	61595	92.5
	"Crittenden County, AR"	"05035"	"2009"	"2009"	36	50929	70.7
	"Cross County, AR"	"05037"	"2009"	"2009"	26	17971	144.7
	"Desha County, AR"	"05041"	"2009"	"2009"	12	13108	Unreliable
	"Drew County, AR"	"05043"	"2009"	"2009"	22	18495	119.0
	"Faulkner County, AR"	"05045"	"2009"	"2009"	99	110813	89.3
	"Franklin County, AR"	"05047"	"2009"	"2009"	25	18145	137.8
	"Fulton County, AR"	"05049"	"2009"	"2009"	24	12231	196.2
	"Garland County, AR"	"05051"	"2009"	"2009"	161	95840	168.0
	"Grant County, AR"	"05053"	"2009"	"2009"	18	17751	Unreliable
	"Greene County, AR"	"05055"	"2009"	"2009"	61	41723	146.2
	"Hempstead County, AR"	"05057"	"2009"	"2009"	20	22615	88.4
	"Hot Spring County, AR"	"05059"	"2009"	"2009"	33	32797	100.6
	"Howard County, AR"	"05061"	"2009"	"2009"	13	13741	Unreliable
	"Independence County, AR"	"05063"	"2009"	"2009"	47	36259	129.6
	"Izard County, AR"	"05065"	"2009"	"2009"	16	13679	Unreliable
	"Jackson County, AR"	"05067"	"2009"	"2009"	28	17945	156.0
	"Jefferson County, AR"	"05069"	"2009"	"2009"	61	77759	78.4
	"Johnson County, AR"	"05071"	"2009"	"2009"	23	25374	90.6
	"Lafayette County, AR"	"05073"	"2009"	"2009"	10	7654	Unreliable
	"Lawrence County, AR"	"05075"	"2009"	"2009"	48	17336	276.9
	"Lee County, AR"	"05077"	"2009"	"2009"	10	10458	Unreliable
	"Lincoln County, AR"	"05079"	"2009"	"2009"	16	14185	Unreliable
	"Little River County, AR"	"05081"	"2009"	"2009"	20	13228	151.2
	"Logan County, AR"	"05083"	"2009"	"2009"	30	22429	133.8
	"Lonoke County, AR"	"05085"	"2009"	"2009"	75	67481	111.1
	"Madison County, AR"	"05087"	"2009"	"2009"	13	15673	Unreliable
	"Marion County, AR"	"05089"	"2009"	"2009"	29	16721	173.4
	"Miller County, AR"	"05091"	"2009"	"2009"	35	43284	80.9
	"Mississippi County, AR"	"05093"	"2009"	"2009"	67	46857	143.0
	"Montgomery County, AR"	"05097"	"2009"	"2009"	21	9490	221.3
	"Nevada County, AR"	"05099"	"2009"	"2009"	10	9058	Unreliable
	"Ouachita County, AR"	"05103"	"2009"	"2009"	29	26024	111.4
	"Perry County, AR"	"05105"	"2009"	"2009"	14	10443	Unreliable
	"Phillips County, AR"	"05107"	"2009"	"2009"	18	21976	Unreliable
	"Pike County, AR"	"05109"	"2009"	"2009"	18	11260	Unreliable
	"Poinsett County, AR"	"05111"	"2009"	"2009"	44	24632	178.6
	"Polk County, AR"	"05113"	"2009"	"2009"	38	20583	184.6
	"Pope County, AR"	"05115"	"2009"	"2009"	73	61302	119.1
	"Prairie County, AR"	"05117"	"2009"	"2009"	13	8754	Unreliable
	"Pulaski County, AR"	"05119"	"2009"	"2009"	307	380053	80.8
	"Randolph County, AR"	"05121"	"2009"	"2009"	35	17964	194.8
	"St. Francis County, AR"	"05123"	"2009"	"2009"	26	28336	91.8
	"Saline County, AR"	"05125"	"2009"	"2009"	97	105362	92.1
	"Scott County, AR"	"05127"	"2009"	"2009"	18	11097	Unreliable
	"Searcy County, AR"	"05129"	"2009"	"2009"	14	8190	Unreliable
	"Sebastian County, AR"	"05131"	"2009"	"2009"	118	125116	94.3
	"Sevier County, AR"	"05133"	"2009"	"2009"	22	16812	130.9
	"Sharp County, AR"	"05135"	"2009"	"2009"	24	17373	138.1
	"Stone County, AR"	"05137"	"2009"	"2009"	21	12340	170.2
	"Union County, AR"	"05139"	"2009"	"2009"	56	41944	133.5
	"Van Buren County, AR"	"05141"	"2009"	"2009"	37	17293	214.0
	"Washington County, AR"	"05143"	"2009"	"2009"	126	199774	63.1
	"White County, AR"	"05145"	"2009"	"2009"	89	76284	116.7
	"Woodruff County, AR"	"05147"	"2009"	"2009"	15	7294	Unreliable
	"Yell County, AR"	"05149"	"2009"	"2009"	25	22145	112.9
	"Alameda County, CA"	"06001"	"2009"	"2009"	822	1498539	54.9
	"Amador County, CA"	"06005"	"2009"	"2009"	41	38238	107.2
	"Butte County, CA"	"06007"	"2009"	"2009"	269	219777	122.4
	"Calaveras County, CA"	"06009"	"2009"	"2009"	46	45900	100.2
	"Colusa County, CA"	"06011"	"2009"	"2009"	14	21250	Unreliable
	"Contra Costa County, CA"	"06013"	"2009"	"2009"	723	1037890	69.7
	"Del Norte County, CA"	"06015"	"2009"	"2009"	30	28599	104.9
	"El Dorado County, CA"	"06017"	"2009"	"2009"	139	180455	77.0
	"Fresno County, CA"	"06019"	"2009"	"2009"	594	921478	64.5
	"Glenn County, CA"	"06021"	"2009"	"2009"	31	28100	110.3
	"Humboldt County, CA"	"06023"	"2009"	"2009"	120	133744	89.7
	"Imperial County, CA"	"06025"	"2009"	"2009"	73	172008	42.4
	"Inyo County, CA"	"06027"	"2009"	"2009"	23	18544	124.0
	"Kern County, CA"	"06029"	"2009"	"2009"	661	830137	79.6
	"Kings County, CA"	"06031"	"2009"	"2009"	83	152278	54.5
	"Lake County, CA"	"06033"	"2009"	"2009"	99	64413	153.7
	"Lassen County, CA"	"06035"	"2009"	"2009"	18	35160	Unreliable
	"Los Angeles County, CA"	"06037"	"2009"	"2009"	5668	9787400	57.9
	"Madera County, CA"	"06039"	"2009"	"2009"	95	149234	63.7
	"Marin County, CA"	"06041"	"2009"	"2009"	153	250862	61.0
	"Mariposa County, CA"	"06043"	"2009"	"2009"	18	18212	Unreliable
	"Mendocino County, CA"	"06045"	"2009"	"2009"	81	87722	92.3
	"Merced County, CA"	"06047"	"2009"	"2009"	158	252302	62.6
	"Modoc County, CA"	"06049"	"2009"	"2009"	17	9646	Unreliable
	"Monterey County, CA"	"06053"	"2009"	"2009"	206	410263	50.2
	"Napa County, CA"	"06055"	"2009"	"2009"	146	135280	107.9
	"Nevada County, CA"	"06057"	"2009"	"2009"	88	98591	89.3
	"Orange County, CA"	"06059"	"2009"	"2009"	1570	2987177	52.6
	"Placer County, CA"	"06061"	"2009"	"2009"	254	343810	73.9
	"Plumas County, CA"	"06063"	"2009"	"2009"	31	20169	153.7
	"Riverside County, CA"	"06065"	"2009"	"2009"	1322	2146725	61.6
	"Sacramento County, CA"	"06067"	"2009"	"2009"	954	1408601	67.7
	"San Benito County, CA"	"06069"	"2009"	"2009"	30	54436	55.1
	"San Bernardino County, CA"	"06071"	"2009"	"2009"	1116	2013960	55.4
	"San Diego County, CA"	"06073"	"2009"	"2009"	1598	3061203	52.2
	"San Francisco County, CA"	"06075"	"2009"	"2009"	459	801922	57.2
	"San Joaquin County, CA"	"06077"	"2009"	"2009"	452	677736	66.7
	"San Luis Obispo County, CA"	"06079"	"2009"	"2009"	224	268145	83.5
	"San Mateo County, CA"	"06081"	"2009"	"2009"	459	713617	64.3
	"Santa Barbara County, CA"	"06083"	"2009"	"2009"	285	420356	67.8
	"Santa Clara County, CA"	"06085"	"2009"	"2009"	791	1765137	44.8
	"Santa Cruz County, CA"	"06087"	"2009"	"2009"	183	260009	70.4
	"Shasta County, CA"	"06089"	"2009"	"2009"	213	177279	120.1
	"Siskiyou County, CA"	"06093"	"2009"	"2009"	47	44788	104.9
	"Solano County, CA"	"06095"	"2009"	"2009"	303	410290	73.9
	"Sonoma County, CA"	"06097"	"2009"	"2009"	376	479479	78.4
	"Stanislaus County, CA"	"06099"	"2009"	"2009"	324	511536	63.3
	"Sutter County, CA"	"06101"	"2009"	"2009"	87	94366	92.2
	"Tehama County, CA"	"06103"	"2009"	"2009"	79	62891	125.6
	"Trinity County, CA"	"06105"	"2009"	"2009"	17	13762	Unreliable
	"Tulare County, CA"	"06107"	"2009"	"2009"	302	436987	69.1
	"Tuolumne County, CA"	"06109"	"2009"	"2009"	56	55845	100.3
	"Ventura County, CA"	"06111"	"2009"	"2009"	478	815130	58.6
	"Yolo County, CA"	"06113"	"2009"	"2009"	151	199791	75.6
	"Yuba County, CA"	"06115"	"2009"	"2009"	53	71607	74.0
	"Adams County, CO"	"08001"	"2009"	"2009"	303	435700	69.5
	"Alamosa County, CO"	"08003"	"2009"	"2009"	19	15289	Unreliable
	"Arapahoe County, CO"	"08005"	"2009"	"2009"	345	563161	61.3
	"Boulder County, CO"	"08013"	"2009"	"2009"	145	293190	49.5
	"Broomfield County, CO"	"08014"	"2009"	"2009"	27	54789	49.3
	"Chaffee County, CO"	"08015"	"2009"	"2009"	14	17852	Unreliable
	"Delta County, CO"	"08029"	"2009"	"2009"	46	31156	147.6
	"Denver County, CO"	"08031"	"2009"	"2009"	457	589011	77.6
	"Douglas County, CO"	"08035"	"2009"	"2009"	85	281386	30.2
	"Elbert County, CO"	"08039"	"2009"	"2009"	11	22965	Unreliable
	"El Paso County, CO"	"08041"	"2009"	"2009"	364	608061	59.9
	"Fremont County, CO"	"08043"	"2009"	"2009"	57	46871	121.6
	"Garfield County, CO"	"08045"	"2009"	"2009"	35	57089	61.3
	"Huerfano County, CO"	"08055"	"2009"	"2009"	14	6824	Unreliable
	"Jefferson County, CO"	"08059"	"2009"	"2009"	433	531961	81.4
	"Kit Carson County, CO"	"08063"	"2009"	"2009"	11	8383	Unreliable
	"La Plata County, CO"	"08067"	"2009"	"2009"	24	51105	47.0
	"Larimer County, CO"	"08069"	"2009"	"2009"	159	296696	53.6
	"Las Animas County, CO"	"08071"	"2009"	"2009"	12	15775	Unreliable
	"Lincoln County, CO"	"08073"	"2009"	"2009"	10	5423	Unreliable
	"Logan County, CO"	"08075"	"2009"	"2009"	25	22451	111.4
	"Mesa County, CO"	"08077"	"2009"	"2009"	139	147851	94.0
	"Montezuma County, CO"	"08083"	"2009"	"2009"	39	25507	152.9
	"Montrose County, CO"	"08085"	"2009"	"2009"	44	41535	105.9
	"Morgan County, CO"	"08087"	"2009"	"2009"	19	28099	Unreliable
	"Otero County, CO"	"08089"	"2009"	"2009"	37	18743	197.4
	"Prowers County, CO"	"08099"	"2009"	"2009"	22	12593	174.7
	"Pueblo County, CO"	"08101"	"2009"	"2009"	187	157846	118.5
	"Rio Grande County, CO"	"08105"	"2009"	"2009"	20	11872	168.5
	"Routt County, CO"	"08107"	"2009"	"2009"	10	23688	Unreliable
	"Saguache County, CO"	"08109"	"2009"	"2009"	10	6134	Unreliable
	"Teller County, CO"	"08119"	"2009"	"2009"	15	22937	Unreliable
	"Washington County, CO"	"08121"	"2009"	"2009"	10	4800	Unreliable
	"Weld County, CO"	"08123"	"2009"	"2009"	136	248193	54.8
	"Yuma County, CO"	"08125"	"2009"	"2009"	14	10022	Unreliable
	"Fairfield County, CT"	"09001"	"2009"	"2009"	622	910421	68.3
	"Hartford County, CT"	"09003"	"2009"	"2009"	775	891667	86.9
	"Litchfield County, CT"	"09005"	"2009"	"2009"	175	190015	92.1
	"Middlesex County, CT"	"09007"	"2009"	"2009"	139	165607	83.9
	"New Haven County, CT"	"09009"	"2009"	"2009"	738	860025	85.8
	"New London County, CT"	"09011"	"2009"	"2009"	257	273630	93.9
	"Tolland County, CT"	"09013"	"2009"	"2009"	95	152330	62.4
	"Windham County, CT"	"09015"	"2009"	"2009"	117	118112	99.1
	"Kent County, DE"	"10001"	"2009"	"2009"	142	160081	88.7
	"New Castle County, DE"	"10003"	"2009"	"2009"	369	536898	68.7
	"Sussex County, DE"	"10005"	"2009"	"2009"	202	194751	103.7
	"District of Columbia, DC"	"11001"	"2009"	"2009"	273	592228	46.1
	"Alachua County, FL"	"12001"	"2009"	"2009"	145	246657	58.8
	"Baker County, FL"	"12003"	"2009"	"2009"	31	27124	114.3
	"Bay County, FL"	"12005"	"2009"	"2009"	164	167464	97.9
	"Bradford County, FL"	"12007"	"2009"	"2009"	29	28979	100.1
	"Brevard County, FL"	"12009"	"2009"	"2009"	553	542109	102.0
	"Broward County, FL"	"12011"	"2009"	"2009"	1088	1733310	62.8
	"Calhoun County, FL"	"12013"	"2009"	"2009"	15	14692	Unreliable
	"Charlotte County, FL"	"12015"	"2009"	"2009"	254	159629	159.1
	"Citrus County, FL"	"12017"	"2009"	"2009"	225	141381	159.1
	"Clay County, FL"	"12019"	"2009"	"2009"	132	189101	69.8
	"Collier County, FL"	"12021"	"2009"	"2009"	233	318485	73.2
	"Columbia County, FL"	"12023"	"2009"	"2009"	81	67412	120.2
	"DeSoto County, FL"	"12027"	"2009"	"2009"	39	34592	112.7
	"Dixie County, FL"	"12029"	"2009"	"2009"	22	16403	134.1
	"Duval County, FL"	"12031"	"2009"	"2009"	707	859795	82.2
	"Escambia County, FL"	"12033"	"2009"	"2009"	295	297015	99.3
	"Flagler County, FL"	"12035"	"2009"	"2009"	75	94700	79.2
	"Gadsden County, FL"	"12039"	"2009"	"2009"	33	46264	71.3
	"Gilchrist County, FL"	"12041"	"2009"	"2009"	15	16829	Unreliable
	"Glades County, FL"	"12043"	"2009"	"2009"	18	12839	Unreliable
	"Gulf County, FL"	"12045"	"2009"	"2009"	21	15933	131.8
	"Hamilton County, FL"	"12047"	"2009"	"2009"	13	14930	Unreliable
	"Hardee County, FL"	"12049"	"2009"	"2009"	29	27661	104.8
	"Hendry County, FL"	"12051"	"2009"	"2009"	27	39010	69.2
	"Hernando County, FL"	"12053"	"2009"	"2009"	256	171950	148.9
	"Highlands County, FL"	"12055"	"2009"	"2009"	164	98956	165.7
	"Hillsborough County, FL"	"12057"	"2009"	"2009"	838	1214050	69.0
	"Holmes County, FL"	"12059"	"2009"	"2009"	22	20147	109.2
	"Indian River County, FL"	"12061"	"2009"	"2009"	144	137016	105.1
	"Jackson County, FL"	"12063"	"2009"	"2009"	48	50064	95.9
	"Jefferson County, FL"	"12065"	"2009"	"2009"	18	14704	Unreliable
	"Lake County, FL"	"12069"	"2009"	"2009"	292	295511	98.8
	"Lee County, FL"	"12071"	"2009"	"2009"	522	612297	85.3
	"Leon County, FL"	"12073"	"2009"	"2009"	157	273263	57.5
	"Levy County, FL"	"12075"	"2009"	"2009"	45	40880	110.1
	"Liberty County, FL"	"12077"	"2009"	"2009"	12	8347	Unreliable
	"Madison County, FL"	"12079"	"2009"	"2009"	26	19329	134.5
	"Manatee County, FL"	"12081"	"2009"	"2009"	274	320711	85.4
	"Marion County, FL"	"12083"	"2009"	"2009"	374	330880	113.0
	"Martin County, FL"	"12085"	"2009"	"2009"	188	145506	129.2
	"Miami-Dade County, FL"	"12086"	"2009"	"2009"	1356	2463943	55.0
	"Monroe County, FL"	"12087"	"2009"	"2009"	44	72627	60.6
	"Nassau County, FL"	"12089"	"2009"	"2009"	83	72671	114.2
	"Okaloosa County, FL"	"12091"	"2009"	"2009"	172	181153	94.9
	"Okeechobee County, FL"	"12093"	"2009"	"2009"	50	39899	125.3
	"Orange County, FL"	"12095"	"2009"	"2009"	600	1131351	53.0
	"Osceola County, FL"	"12097"	"2009"	"2009"	124	265267	46.7
	"Palm Beach County, FL"	"12099"	"2009"	"2009"	960	1307371	73.4
	"Pasco County, FL"	"12101"	"2009"	"2009"	507	462607	109.6
	"Pinellas County, FL"	"12103"	"2009"	"2009"	980	915330	107.1
	"Polk County, FL"	"12105"	"2009"	"2009"	626	598683	104.6
	"Putnam County, FL"	"12107"	"2009"	"2009"	92	74546	123.4
	"St. Johns County, FL"	"12109"	"2009"	"2009"	133	186281	71.4
	"St. Lucie County, FL"	"12111"	"2009"	"2009"	247	274344	90.0
	"Santa Rosa County, FL"	"12113"	"2009"	"2009"	128	149544	85.6
	"Sarasota County, FL"	"12115"	"2009"	"2009"	492	377262	130.4
	"Seminole County, FL"	"12117"	"2009"	"2009"	259	419788	61.7
	"Sumter County, FL"	"12119"	"2009"	"2009"	104	90643	114.7
	"Suwannee County, FL"	"12121"	"2009"	"2009"	56	41263	135.7
	"Taylor County, FL"	"12123"	"2009"	"2009"	22	22482	97.9
	"Union County, FL"	"12125"	"2009"	"2009"	17	15340	Unreliable
	"Volusia County, FL"	"12127"	"2009"	"2009"	627	494688	126.7
	"Wakulla County, FL"	"12129"	"2009"	"2009"	20	30459	65.7
	"Walton County, FL"	"12131"	"2009"	"2009"	39	54534	71.5
	"Washington County, FL"	"12133"	"2009"	"2009"	32	24693	129.6
	"Appling County, GA"	"13001"	"2009"	"2009"	27	18144	148.8
	"Baldwin County, GA"	"13009"	"2009"	"2009"	50	47087	106.2
	"Barrow County, GA"	"13013"	"2009"	"2009"	61	68548	89.0
	"Bartow County, GA"	"13015"	"2009"	"2009"	90	99807	90.2
	"Ben Hill County, GA"	"13017"	"2009"	"2009"	23	17581	130.8
	"Berrien County, GA"	"13019"	"2009"	"2009"	26	19067	136.4
	"Bibb County, GA"	"13021"	"2009"	"2009"	177	155154	114.1
	"Bleckley County, GA"	"13023"	"2009"	"2009"	12	13034	Unreliable
	"Brantley County, GA"	"13025"	"2009"	"2009"	16	18129	Unreliable
	"Bryan County, GA"	"13029"	"2009"	"2009"	27	29987	90.0
	"Bulloch County, GA"	"13031"	"2009"	"2009"	54	68598	78.7
	"Burke County, GA"	"13033"	"2009"	"2009"	18	23117	Unreliable
	"Butts County, GA"	"13035"	"2009"	"2009"	30	23682	126.7
	"Camden County, GA"	"13039"	"2009"	"2009"	27	50024	54.0
	"Carroll County, GA"	"13045"	"2009"	"2009"	73	110433	66.1
	"Catoosa County, GA"	"13047"	"2009"	"2009"	56	63874	87.7
	"Charlton County, GA"	"13049"	"2009"	"2009"	10	12665	Unreliable
	"Chatham County, GA"	"13051"	"2009"	"2009"	230	262122	87.7
	"Chattooga County, GA"	"13055"	"2009"	"2009"	27	25894	104.3
	"Cherokee County, GA"	"13057"	"2009"	"2009"	122	212232	57.5
	"Clarke County, GA"	"13059"	"2009"	"2009"	52	116843	44.5
	"Clayton County, GA"	"13063"	"2009"	"2009"	123	260067	47.3
	"Cobb County, GA"	"13067"	"2009"	"2009"	326	684776	47.6
	"Coffee County, GA"	"13069"	"2009"	"2009"	37	42089	87.9
	"Colquitt County, GA"	"13071"	"2009"	"2009"	47	45152	104.1
	"Columbia County, GA"	"13073"	"2009"	"2009"	66	121050	54.5
	"Cook County, GA"	"13075"	"2009"	"2009"	23	17114	134.4
	"Coweta County, GA"	"13077"	"2009"	"2009"	79	125501	62.9
	"Crawford County, GA"	"13079"	"2009"	"2009"	13	12711	Unreliable
	"Crisp County, GA"	"13081"	"2009"	"2009"	25	23378	106.9
	"Dade County, GA"	"13083"	"2009"	"2009"	18	16657	Unreliable
	"Dawson County, GA"	"13085"	"2009"	"2009"	10	22325	Unreliable
	"Decatur County, GA"	"13087"	"2009"	"2009"	23	28058	82.0
	"DeKalb County, GA"	"13089"	"2009"	"2009"	335	690658	48.5
	"Dodge County, GA"	"13091"	"2009"	"2009"	24	21659	110.8
	"Dooly County, GA"	"13093"	"2009"	"2009"	18	14769	Unreliable
	"Dougherty County, GA"	"13095"	"2009"	"2009"	80	94688	84.5
	"Douglas County, GA"	"13097"	"2009"	"2009"	79	131292	60.2
	"Early County, GA"	"13099"	"2009"	"2009"	10	11101	Unreliable
	"Effingham County, GA"	"13103"	"2009"	"2009"	33	51908	63.6
	"Elbert County, GA"	"13105"	"2009"	"2009"	28	20335	137.7
	"Emanuel County, GA"	"13107"	"2009"	"2009"	28	22456	124.7
	"Evans County, GA"	"13109"	"2009"	"2009"	16	11016	Unreliable
	"Fannin County, GA"	"13111"	"2009"	"2009"	31	23661	131.0
	"Fayette County, GA"	"13113"	"2009"	"2009"	81	105493	76.8
	"Floyd County, GA"	"13115"	"2009"	"2009"	127	96383	131.8
	"Forsyth County, GA"	"13117"	"2009"	"2009"	78	171993	45.4
	"Franklin County, GA"	"13119"	"2009"	"2009"	31	22152	139.9
	"Fulton County, GA"	"13121"	"2009"	"2009"	437	905511	48.3
	"Gilmer County, GA"	"13123"	"2009"	"2009"	35	28174	124.2
	"Glynn County, GA"	"13127"	"2009"	"2009"	79	78946	100.1
	"Gordon County, GA"	"13129"	"2009"	"2009"	62	54945	112.8
	"Grady County, GA"	"13131"	"2009"	"2009"	16	24893	Unreliable
	"Greene County, GA"	"13133"	"2009"	"2009"	10	15934	Unreliable
	"Gwinnett County, GA"	"13135"	"2009"	"2009"	290	796276	36.4
	"Habersham County, GA"	"13137"	"2009"	"2009"	44	42947	102.5
	"Hall County, GA"	"13139"	"2009"	"2009"	110	178503	61.6
	"Haralson County, GA"	"13143"	"2009"	"2009"	36	28774	125.1
	"Harris County, GA"	"13145"	"2009"	"2009"	25	31494	79.4
	"Hart County, GA"	"13147"	"2009"	"2009"	27	25108	107.5
